,reviews,POS tagged,Lemma,Sentiment,Analysis
120, This airline delayed for over an hour on multiple flights This last one was apparently due to paperwork that needed to be done before we took off I m not sure what kind of nonsense that is but it s sounds like a complete waste of everyone s time Instead of getting the entire plane where we needed to go we sat at the gate for hours due to this paperwork I used to love flying Southwest and now I will choose a different airline that actually cares about their passengers ,"[('airline', 'n'), ('delayed', 'v'), ('hour', 'n'), ('multiple', 'a'), ('flights', 'n'), ('last', 'a'), ('one', None), ('apparently', 'r'), ('due', 'a'), ('paperwork', 'v'), ('needed', 'v'), ('done', 'v'), ('took', 'v'), ('sure', 'a'), ('kind', 'n'), ('nonsense', 'n'), ('sounds', 'n'), ('like', None), ('complete', 'a'), ('waste', 'n'), ('everyone', 'n'), ('time', 'n'), ('Instead', 'r'), ('getting', 'v'), ('entire', 'a'), ('plane', 'n'), ('needed', 'v'), ('go', 'v'), ('sat', 'r'), ('gate', 'n'), ('hours', 'n'), ('due', 'a'), ('paperwork', 'n'), ('used', 'v'), ('love', 'v'), ('flying', 'v'), ('Southwest', 'n'), ('choose', 'v'), ('different', 'a'), ('airline', 'n'), ('actually', 'r'), ('cares', 'v'), ('passengers', 'n')]",  airline delay hour multiple flight last one apparently due paperwork need do take sure kind nonsense sound like complete waste everyone time Instead get entire plane need go sat gate hour due paperwork use love fly Southwest choose different airline actually care passenger,0.8316,Positive
121, We were one of the lucky ones to make it to our destination as we are coming in for a cruise With all the issues Southwest was having creating the perfect storm I cannot say enough about our crew heading to Houston They were so friendly and helpful with us get to our connecting flight which was leaving minutes before we landed Our Captain on the connecting flight to Fort Lauderdale waited for my family and others being the last flight out that night He said he wasn t leaving anyone behind Truly grateful The baggage assistant in Phoenix was great too Our first flight was delayed hours but all the staff sure made everything great by staying positive Bravo SW employees Hopefully the airline will fix all the glitches for their customers and employees Certainly have been through a lot this past week ,"[('one', None), ('lucky', 'a'), ('ones', 'n'), ('make', 'v'), ('destination', 'n'), ('coming', 'v'), ('cruise', 'n'), ('issues', 'n'), ('Southwest', 'n'), ('creating', 'v'), ('perfect', 'a'), ('storm', 'n'), ('say', 'v'), ('enough', 'r'), ('crew', 'n'), ('heading', 'v'), ('Houston', 'n'), ('friendly', 'a'), ('helpful', 'a'), ('us', None), ('get', 'v'), ('connecting', 'v'), ('flight', 'n'), ('leaving', 'v'), ('minutes', 'n'), ('landed', 'v'), ('Captain', 'n'), ('connecting', 'v'), ('flight', 'n'), ('Fort', 'n'), ('Lauderdale', 'n'), ('waited', 'v'), ('family', 'n'), ('others', 'n'), ('last', 'a'), ('flight', 'n'), ('night', 'n'), ('said', 'v'), ('leaving', 'v'), ('anyone', 'n'), ('behind', None), ('Truly', 'n'), ('grateful', 'v'), ('baggage', 'n'), ('assistant', 'n'), ('Phoenix', 'n'), ('great', 'a'), ('first', 'a'), ('flight', 'n'), ('delayed', 'v'), ('hours', 'n'), ('staff', 'n'), ('sure', 'a'), ('made', 'v'), ('everything', 'n'), ('great', 'a'), ('staying', 'v'), ('positive', 'a'), ('Bravo', 'n'), ('SW', 'n'), ('employees', 'n'), ('Hopefully', 'r'), ('airline', 'n'), ('fix', 'v'), ('glitches', 'n'), ('customers', 'n'), ('employees', 'n'), ('Certainly', 'r'), ('lot', 'n'), ('past', 'a'), ('week', 'n')]",  one lucky one make destination come cruise issue Southwest create perfect storm say enough crew head Houston friendly helpful us get connect flight leave minute land Captain connect flight Fort Lauderdale wait family others last flight night say leave anyone behind Truly grateful baggage assistant Phoenix great first flight delay hour staff sure make everything great stay positive Bravo SW employee Hopefully airline fix glitch customer employee Certainly lot past week,0.9882,Positive
122, Ridiculous disaster that is embarrassing to say the least They didn t update their scheduling software I have had to buy another ticket with another airline two days later than I was due home I ve missed work had to pay for two more nights in a hotel than expected The weather was bad in some parts of the country but other airlines are up and on schedule Not Southwest because of all those canceled flights Southwest was responsible for percent of those cancellations This was my first and last time flying Southwest Shame on you Southwest you have failed a lot of people in this country ,"[('Ridiculous', 'a'), ('disaster', 'n'), ('embarrassing', 'v'), ('say', 'v'), ('least', 'a'), ('update', 'v'), ('scheduling', 'n'), ('software', 'n'), ('buy', 'v'), ('another', None), ('ticket', 'n'), ('another', None), ('airline', 'n'), ('two', None), ('days', 'n'), ('later', 'r'), ('due', 'a'), ('home', 'n'), ('missed', 'a'), ('work', 'n'), ('pay', 'v'), ('two', None), ('nights', 'n'), ('hotel', 'n'), ('expected', 'v'), ('weather', 'n'), ('bad', 'a'), ('parts', 'n'), ('country', 'n'), ('airlines', 'n'), ('schedule', 'n'), ('Southwest', 'n'), ('canceled', 'v'), ('flights', 'n'), ('Southwest', 'n'), ('responsible', 'a'), ('percent', 'n'), ('cancellations', 'n'), ('first', 'a'), ('last', 'a'), ('time', 'n'), ('flying', 'v'), ('Southwest', 'n'), ('Shame', 'n'), ('Southwest', 'v'), ('failed', 'v'), ('lot', 'n'), ('people', 'n'), ('country', 'n')]",  Ridiculous disaster embarrass say least update scheduling software buy another ticket another airline two day later due home missed work pay two night hotel expect weather bad part country airline schedule Southwest cancel flight Southwest responsible percent cancellation first last time fly Southwest Shame Southwest fail lot people country,-0.9648,Negative
123, I was scheduled to fly out of Omaha Nebraska on December at p m My flight was delayed twice and then eventually canceled This has been quite a fiasco Southwest offered no help whatsoever to the people who were on these flights I waited in line at the airport for two hours to get a refund on my flight When I finally reached the agent I was offered a voucher that would expire within months however I was told that they could not refund my money at that time I would have to call their customer service line I have tried calling been unsuccessful have been on hold and disconnected six times in total have spent hours on hold Just trying to get a refund for a flight that this airline themselves canceled Reason for cancellation was not leather related It was due to the fact that Southwest agents overbooked flights that they had no crew to fly I will never in my life flying Southwest again three times I have flown Southwest I have had issues every time This is an absolutely horrible horrible airline The true sadness for myself is that I was going to see my two grandsons that I haven t seen in nearly years Also going to see my mother who has had stage four cancer This airline has done nothing for anybody to reconcile the cost the heartache the time that we have wasted and that has been stolen from us For those future travelers do yourself a favor and even if you have to pay a little bit more for a different flight also Do not fly Southwest airlines ,"[('scheduled', 'v'), ('fly', 'v'), ('Omaha', 'n'), ('Nebraska', 'n'), ('December', 'n'), ('p', 'n'), ('flight', 'n'), ('delayed', 'v'), ('twice', 'r'), ('eventually', 'r'), ('canceled', 'v'), ('quite', 'r'), ('fiasco', 'n'), ('Southwest', 'n'), ('offered', 'v'), ('help', 'n'), ('whatsoever', 'r'), ('people', 'n'), ('flights', 'n'), ('waited', 'v'), ('line', 'n'), ('airport', 'n'), ('two', None), ('hours', 'n'), ('get', 'v'), ('refund', 'n'), ('flight', 'n'), ('finally', 'r'), ('reached', 'v'), ('agent', 'n'), ('offered', 'v'), ('voucher', 'n'), ('would', None), ('expire', 'v'), ('within', None), ('months', 'n'), ('however', 'r'), ('told', 'v'), ('could', None), ('refund', 'v'), ('money', 'n'), ('time', 'n'), ('would', None), ('call', 'v'), ('customer', 'n'), ('service', 'n'), ('line', 'n'), ('tried', 'v'), ('calling', 'v'), ('unsuccessful', 'a'), ('hold', 'n'), ('disconnected', 'v'), ('six', None), ('times', 'n'), ('total', 'a'), ('spent', 'v'), ('hours', 'n'), ('hold', 'n'), ('trying', 'v'), ('get', 'v'), ('refund', 'n'), ('flight', 'n'), ('airline', 'n'), ('canceled', 'v'), ('Reason', 'n'), ('cancellation', 'n'), ('leather', 'r'), ('related', 'a'), ('due', 'a'), ('fact', 'n'), ('Southwest', 'n'), ('agents', 'n'), ('overbooked', 'v'), ('flights', 'n'), ('crew', 'n'), ('fly', 'v'), ('never', 'r'), ('life', 'n'), ('flying', 'v'), ('Southwest', 'n'), ('three', None), ('times', 'n'), ('flown', 'v'), ('Southwest', 'n'), ('issues', 'n'), ('every', None), ('time', 'n'), ('absolutely', 'r'), ('horrible', 'a'), ('horrible', 'a'), ('airline', 'n'), ('true', 'a'), ('sadness', 'n'), ('going', 'v'), ('see', 'v'), ('two', None), ('grandsons', 'n'), ('seen', 'v'), ('nearly', 'r'), ('years', 'n'), ('Also', 'r'), ('going', 'v'), ('see', 'v'), ('mother', 'n'), ('stage', 'v'), ('four', None), ('cancer', 'n'), ('airline', 'n'), ('done', 'v'), ('nothing', 'n'), ('anybody', 'n'), ('reconcile', 'v'), ('cost', 'n'), ('heartache', 'n'), ('time', 'n'), ('wasted', 'v'), ('stolen', 'v'), ('us', None), ('future', 'a'), ('travelers', 'n'), ('favor', 'n'), ('even', 'r'), ('pay', 'v'), ('little', 'a'), ('bit', 'n'), ('different', 'a'), ('flight', 'n'), ('also', 'r'), ('fly', 'v'), ('Southwest', 'n'), ('airlines', 'n')]",  schedule fly Omaha Nebraska December p flight delay twice eventually cancel quite fiasco Southwest offer help whatsoever people flight wait line airport two hour get refund flight finally reach agent offer voucher would expire within month however tell could refund money time would call customer service line try call unsuccessful hold disconnect six time total spend hour hold try get refund flight airline cancel Reason cancellation leather related due fact Southwest agent overbooked flight crew fly never life fly Southwest three time fly Southwest issue every time absolutely horrible horrible airline true sadness go see two grandson see nearly year Also go see mother stage four cancer airline do nothing anybody reconcile cost heartache time waste steal us future traveler favor even pay little bit different flight also fly Southwest airline,-0.976,Negative
124, Flying alone my year old daughter s flight was canceled Dec after assurances that the plane was at the gate for the first flight of the day No crew arrived Supervisor told me she didn t care that my year old was left in the airport with no offered flight for days Jan and told us on the phone that we would have to figure something out She handed my child a travel voucher and ignored her after Delta moved heaven and earth to get her on a plane hours later ,"[('Flying', 'v'), ('alone', 'r'), ('year', 'n'), ('old', 'a'), ('daughter', 'n'), ('flight', 'n'), ('canceled', 'v'), ('Dec', 'n'), ('assurances', 'n'), ('plane', 'n'), ('gate', 'n'), ('first', 'a'), ('flight', 'n'), ('day', 'n'), ('crew', 'n'), ('arrived', 'v'), ('Supervisor', 'n'), ('told', 'v'), ('care', 'n'), ('year', 'n'), ('old', 'a'), ('left', 'v'), ('airport', 'n'), ('offered', 'a'), ('flight', 'n'), ('days', 'n'), ('Jan', 'n'), ('told', 'v'), ('us', None), ('phone', 'n'), ('would', None), ('figure', 'v'), ('something', 'n'), ('handed', 'v'), ('child', 'n'), ('travel', 'n'), ('voucher', 'n'), ('ignored', 'v'), ('Delta', 'n'), ('moved', 'v'), ('heaven', 'r'), ('earth', 'n'), ('get', 'v'), ('plane', 'n'), ('hours', 'n'), ('later', 'r')]",  Flying alone year old daughter flight cancel Dec assurance plane gate first flight day crew arrive Supervisor tell care year old leave airport offered flight day Jan tell us phone would figure something hand child travel voucher ignore Delta move heaven earth get plane hour later,0.7506,Positive
125, Unforgivable terrible airline They opted not to upgrade their technology causing massive cancellations and delays across the board Then to rebook our flight there was a hour wait We lost all of our luggage and have no answers We were left stranded miles from home This was the worst airline experience of my life hands down Shame on you Southwest ,"[('Unforgivable', 'a'), ('terrible', 'a'), ('airline', 'n'), ('opted', 'v'), ('upgrade', 'v'), ('technology', 'n'), ('causing', 'v'), ('massive', 'a'), ('cancellations', 'n'), ('delays', 'n'), ('across', None), ('board', 'n'), ('rebook', 'v'), ('flight', 'n'), ('hour', 'n'), ('wait', 'n'), ('lost', 'v'), ('luggage', 'n'), ('answers', 'n'), ('left', 'v'), ('stranded', 'a'), ('miles', 'n'), ('home', 'n'), ('worst', 'a'), ('airline', 'n'), ('experience', 'n'), ('life', 'n'), ('hands', 'v'), ('Shame', 'n'), ('Southwest', 'v')]",  Unforgivable terrible airline opt upgrade technology cause massive cancellation delay across board rebook flight hour wait lose luggage answer leave stranded mile home bad airline experience life hand Shame Southwest,-0.8934,Negative
126, Southwest should be ashamed of themselves for leaving customers stranded while randomly canceling thousands of flights at the busiest of travel times and then instead of trying to assist those customers proceeding to cancel percent of their flights for the next week while other airlines are doing everything they can to get back on track and to claim their customer service lines are fully staffed is an outright lie I called numerous times only to be put on hold for long wait times and then disconnected Used to be great have become a pay to play that screws its customers every chance it gets to falsify cash flow records and cook their books They have certainly lost a loyal customer Its hard to rate the services individually as they just can leave flights and customers had no flight experience to rate ,"[('Southwest', 'n'), ('ashamed', 'v'), ('leaving', 'v'), ('customers', 'n'), ('stranded', 'v'), ('randomly', 'r'), ('canceling', 'v'), ('thousands', 'n'), ('flights', 'n'), ('busiest', 'a'), ('travel', 'n'), ('times', 'n'), ('instead', 'r'), ('trying', 'v'), ('assist', 'v'), ('customers', 'n'), ('proceeding', 'v'), ('cancel', 'v'), ('percent', 'n'), ('flights', 'n'), ('next', 'a'), ('week', 'n'), ('airlines', 'n'), ('everything', 'n'), ('get', 'v'), ('back', 'r'), ('track', 'n'), ('claim', 'v'), ('customer', 'n'), ('service', 'n'), ('lines', 'n'), ('fully', 'r'), ('staffed', 'v'), ('outright', 'a'), ('lie', 'n'), ('called', 'v'), ('numerous', 'a'), ('times', 'n'), ('put', 'v'), ('hold', 'n'), ('long', 'a'), ('wait', 'n'), ('times', 'n'), ('disconnected', 'v'), ('Used', 'v'), ('great', 'a'), ('become', 'v'), ('pay', 'n'), ('play', 'v'), ('screws', 'v'), ('customers', 'n'), ('every', None), ('chance', 'n'), ('gets', 'v'), ('falsify', 'v'), ('cash', 'n'), ('flow', 'n'), ('records', 'n'), ('cook', 'v'), ('books', 'n'), ('certainly', 'r'), ('lost', 'v'), ('loyal', 'a'), ('customer', 'n'), ('hard', 'a'), ('rate', 'n'), ('services', 'n'), ('individually', 'r'), ('leave', 'v'), ('flights', 'n'), ('customers', 'n'), ('flight', 'n'), ('experience', 'n'), ('rate', 'n')]",  Southwest ashamed leave customer strand randomly cancel thousand flight busy travel time instead try assist customer proceed cancel percent flight next week airline everything get back track claim customer service line fully staff outright lie call numerous time put hold long wait time disconnect Used great become pay play screw customer every chance get falsify cash flow record cook book certainly lose loyal customer hard rate service individually leave flight customer flight experience rate,-0.1027,Negative
127, Stellar Employees at Southwest ground crew attendants Pilots etc True dedication to their work and doing their best during these challenging times Our Flight was delayed multiple times during that time I was able to do some research as to what was going on Due to severe storm activity across the country many airlines had to cancel flights Southwest included I understand people being upset but what I appreciate is Southwests ongoing communication to let their passengers know ahead of time that the Airline and Flights were experiencing Irregular Operations they clearly assure their passengers ahead of time If your flight was canceled and you would like a refund please submit a request So I went fully knowing my flight could be cancelled Of course multiple delays the ground crew communicated with us multiple times telling us they were doing what they could that something had happened to their network could have it been hacked or challenges with having to cancel flights due to storm activity Regardless this airline wouldn t have cancelled if they felt the airways were safe or they had the capacity Then to our amazement they were able to organize the crew offline and get us on our flight home These are trying times shutdowns due to mysterious viruses freaky weather Some things can t always be controlled or predicted but the response is what matters Southwest is doing a great job despite the circumstances and I will continue to fly with this airline ,"[('Stellar', 'a'), ('Employees', 'n'), ('Southwest', 'n'), ('ground', 'n'), ('crew', 'v'), ('attendants', 'n'), ('Pilots', 'n'), ('etc', 'v'), ('True', 'n'), ('dedication', 'n'), ('work', 'n'), ('best', 'a'), ('challenging', 'v'), ('times', 'n'), ('Flight', 'n'), ('delayed', 'v'), ('multiple', 'a'), ('times', 'n'), ('time', 'n'), ('able', 'a'), ('research', 'n'), ('going', 'v'), ('Due', 'n'), ('severe', 'v'), ('storm', 'n'), ('activity', 'n'), ('across', None), ('country', 'n'), ('many', 'a'), ('airlines', 'n'), ('cancel', 'v'), ('flights', 'n'), ('Southwest', 'n'), ('included', 'v'), ('understand', 'v'), ('people', 'n'), ('upset', 'v'), ('appreciate', 'v'), ('Southwests', 'a'), ('ongoing', 'v'), ('communication', 'n'), ('let', 'v'), ('passengers', 'n'), ('know', 'v'), ('ahead', 'r'), ('time', 'n'), ('Airline', 'n'), ('Flights', 'n'), ('experiencing', 'v'), ('Irregular', 'a'), ('Operations', 'n'), ('clearly', 'r'), ('assure', 'v'), ('passengers', 'n'), ('ahead', 'r'), ('time', 'n'), ('flight', 'n'), ('canceled', 'v'), ('would', None), ('like', 'v'), ('refund', 'n'), ('please', 'n'), ('submit', 'v'), ('request', 'n'), ('went', 'v'), ('fully', 'r'), ('knowing', 'v'), ('flight', 'n'), ('could', None), ('cancelled', 'v'), ('course', 'n'), ('multiple', 'n'), ('delays', 'v'), ('ground', 'n'), ('crew', 'v'), ('communicated', 'v'), ('us', None), ('multiple', 'a'), ('times', 'n'), ('telling', 'v'), ('us', None), ('could', None), ('something', 'n'), ('happened', 'v'), ('network', 'n'), ('could', None), ('hacked', 'v'), ('challenges', 'n'), ('cancel', 'v'), ('flights', 'n'), ('due', 'a'), ('storm', 'v'), ('activity', 'n'), ('Regardless', 'n'), ('airline', 'n'), ('cancelled', 'v'), ('felt', 'v'), ('airways', 'n'), ('safe', 'a'), ('capacity', 'n'), ('amazement', 'n'), ('able', 'a'), ('organize', 'v'), ('crew', 'n'), ('offline', 'n'), ('get', 'v'), ('us', None), ('flight', 'n'), ('home', 'n'), ('trying', 'v'), ('times', 'n'), ('shutdowns', 'n'), ('due', 'a'), ('mysterious', 'a'), ('viruses', 'n'), ('freaky', 'v'), ('weather', 'r'), ('things', 'n'), ('always', 'r'), ('controlled', 'v'), ('predicted', 'v'), ('response', 'n'), ('matters', 'n'), ('Southwest', 'n'), ('great', 'a'), ('job', 'n'), ('despite', None), ('circumstances', 'n'), ('continue', 'v'), ('fly', 'v'), ('airline', 'n')]",  Stellar Employees Southwest ground crew attendant Pilots etc True dedication work best challenge time Flight delay multiple time time able research go Due severe storm activity across country many airline cancel flight Southwest include understand people upset appreciate Southwests ongoing communication let passenger know ahead time Airline Flights experience Irregular Operations clearly assure passenger ahead time flight cancel would like refund please submit request go fully know flight could cancel course multiple delay ground crew communicate us multiple time tell us could something happen network could hack challenge cancel flight due storm activity Regardless airline cancel felt airway safe capacity amazement able organize crew offline get us flight home try time shutdown due mysterious virus freaky weather thing always control predict response matter Southwest great job despite circumstance continue fly airline,0.9001,Positive
128, Delayed flight x just to be told it s cancelled literally seconds before boarding We waited hours in line to rebook the next flight tomorrow Tomorrow comes same thing happens They delay our flight x once again After that I knew they were bound to cancel at the last minute once again So I left to go home without even rebooking I checked my email and surprise they cancelled it last minute before boarding I feel bad for the passengers who had hope and stayed waiting all night Thanks Southwest for ruining my family s Christmas and thousands of other s as well I guess if I want to visit my family on holidays I ll remember to never book Southwest Truly unacceptable and unforgivable I m paying more to fly Delta now Learned my lesson I forgot to mention they sent all our luggage without us So my clothes toiletry belongings and necessities are halfway across the country from me ,"[('Delayed', 'n'), ('flight', 'n'), ('x', 'n'), ('told', 'v'), ('cancelled', 'v'), ('literally', 'r'), ('seconds', 'v'), ('boarding', 'v'), ('waited', 'v'), ('hours', 'n'), ('line', 'n'), ('rebook', 'v'), ('next', 'a'), ('flight', 'n'), ('tomorrow', 'n'), ('Tomorrow', 'n'), ('comes', 'v'), ('thing', 'n'), ('happens', 'v'), ('delay', 'v'), ('flight', 'n'), ('x', 'n'), ('knew', 'v'), ('bound', 'v'), ('cancel', 'v'), ('last', 'a'), ('minute', 'n'), ('left', 'v'), ('go', 'v'), ('home', 'n'), ('without', None), ('even', 'r'), ('rebooking', 'v'), ('checked', 'v'), ('email', 'n'), ('surprise', 'n'), ('cancelled', 'v'), ('last', 'a'), ('minute', 'n'), ('boarding', 'v'), ('feel', 'v'), ('bad', 'a'), ('passengers', 'n'), ('hope', 'n'), ('stayed', 'v'), ('waiting', 'v'), ('night', 'n'), ('Thanks', 'n'), ('Southwest', 'n'), ('ruining', 'v'), ('family', 'n'), ('Christmas', 'n'), ('thousands', 'n'), ('well', 'r'), ('guess', 'v'), ('want', 'v'), ('visit', 'v'), ('family', 'n'), ('holidays', 'n'), ('remember', 'v'), ('never', 'r'), ('book', 'n'), ('Southwest', 'n'), ('Truly', 'n'), ('unacceptable', 'a'), ('unforgivable', 'a'), ('paying', 'v'), ('fly', 'v'), ('Delta', 'n'), ('Learned', 'v'), ('lesson', 'n'), ('forgot', 'v'), ('mention', 'v'), ('sent', 'v'), ('luggage', 'n'), ('without', None), ('us', None), ('clothes', 'n'), ('toiletry', 'v'), ('belongings', 'n'), ('necessities', 'n'), ('halfway', 'r'), ('across', None), ('country', 'n')]",  Delayed flight x tell cancel literally second board wait hour line rebook next flight tomorrow Tomorrow come thing happen delay flight x know bind cancel last minute leave go home without even rebooking check email surprise cancel last minute board feel bad passenger hope stay wait night Thanks Southwest ruin family Christmas thousand well guess want visit family holiday remember never book Southwest Truly unacceptable unforgivable pay fly Delta Learned lesson forget mention send luggage without us clothes toiletry belonging necessity halfway across country,-0.8861,Negative
129, Flight delays because of lack of Staffing long wait times of just sitting on the plane for hours waiting to see if they are going to decide to fly the plane only to cancel after waiting for hours and this is not due to bad weather only because employees don t want to work then They lost my luggage I never received my luggage I was wearing the same clothes for days only to catch a flight home and on the change over still no employees Flight canceled after being delayed every hour until after hours they decide to cancel which left me stranded hours away from home which caused me to get a rental car get a hotel drive home on borrowed money because I hadn t intended on spending that much money due to their incompetence ,"[('Flight', 'n'), ('delays', 'n'), ('lack', 'n'), ('Staffing', 'v'), ('long', 'a'), ('wait', 'n'), ('times', 'n'), ('sitting', 'v'), ('plane', 'n'), ('hours', 'n'), ('waiting', 'v'), ('see', 'v'), ('going', 'v'), ('decide', 'v'), ('fly', 'v'), ('plane', 'n'), ('cancel', 'v'), ('waiting', 'v'), ('hours', 'n'), ('due', 'a'), ('bad', 'a'), ('weather', 'n'), ('employees', 'n'), ('want', 'v'), ('work', 'v'), ('lost', 'v'), ('luggage', 'n'), ('never', 'r'), ('received', 'v'), ('luggage', 'n'), ('wearing', 'v'), ('clothes', 'n'), ('days', 'n'), ('catch', 'v'), ('flight', 'n'), ('home', 'n'), ('change', 'n'), ('still', 'r'), ('employees', 'n'), ('Flight', 'n'), ('canceled', 'v'), ('delayed', 'v'), ('every', None), ('hour', 'n'), ('hours', 'n'), ('decide', 'v'), ('cancel', 'v'), ('left', 'v'), ('stranded', 'v'), ('hours', 'n'), ('away', 'r'), ('home', 'n'), ('caused', 'v'), ('get', 'v'), ('rental', 'a'), ('car', 'n'), ('get', 'v'), ('hotel', 'n'), ('drive', 'n'), ('home', 'n'), ('borrowed', 'v'), ('money', 'n'), ('intended', 'v'), ('spending', 'n'), ('much', 'a'), ('money', 'n'), ('due', 'a'), ('incompetence', 'n')]",  Flight delay lack Staffing long wait time sit plane hour wait see go decide fly plane cancel wait hour due bad weather employee want work lose luggage never receive luggage wear clothes day catch flight home change still employee Flight cancel delay every hour hour decide cancel leave strand hour away home cause get rental car get hotel drive home borrow money intend spending much money due incompetence,-0.9601,Negative
130, First my flight was canceled on missing a days work to get here in the th and have the flight delayed until well after pm The excuse allowing other passengers to board This wasn t their flight and now we re being inconvenienced having to wait We should ve been off at but they re so understaffed that they didn t even have flight attendants luckily women jumped in and took the job As we ve sat on this aircraft for more than mins while they try to gather other passengers We don t get discounted tickets or anything for this wait And yet this is just supposed to be ok We should ve landed a hour ago All to fill seats They flight was already full So we ve have to wait for passengers No thanks Southwest This was it for me ,"[('First', 'r'), ('flight', 'n'), ('canceled', 'v'), ('missing', 'v'), ('days', 'n'), ('work', 'n'), ('get', 'v'), ('th', 'n'), ('flight', 'n'), ('delayed', 'v'), ('well', 'r'), ('pm', 'v'), ('excuse', 'n'), ('allowing', 'v'), ('passengers', 'n'), ('board', 'n'), ('flight', 'n'), ('inconvenienced', 'v'), ('wait', 'v'), ('understaffed', 'a'), ('even', 'r'), ('flight', 'n'), ('attendants', 'n'), ('luckily', 'a'), ('women', 'n'), ('jumped', 'v'), ('took', 'v'), ('job', 'n'), ('sat', 'r'), ('aircraft', 'n'), ('mins', 'n'), ('try', 'v'), ('gather', 'v'), ('passengers', 'n'), ('get', 'n'), ('discounted', 'v'), ('tickets', 'n'), ('anything', 'n'), ('wait', 'n'), ('yet', 'r'), ('supposed', 'v'), ('ok', 'a'), ('landed', 'v'), ('hour', 'n'), ('ago', 'r'), ('fill', 'v'), ('seats', 'n'), ('flight', 'n'), ('already', 'r'), ('full', 'a'), ('wait', 'v'), ('passengers', 'n'), ('thanks', 'n'), ('Southwest', 'n')]",  First flight cancel miss day work get th flight delay well pm excuse allow passenger board flight inconvenience wait understaffed even flight attendant luckily woman jump take job sat aircraft min try gather passenger get discount ticket anything wait yet suppose ok land hour ago fill seat flight already full wait passenger thanks Southwest,0.6486,Positive
131, Absolutely ridiculous Winter storms are not a viable excuse all other airlines are still operating Southwest took something from my family that we can never get back I could not be more upset or disappointed ,"[('Absolutely', 'r'), ('ridiculous', 'a'), ('Winter', 'n'), ('storms', 'n'), ('viable', 'a'), ('excuse', 'n'), ('airlines', 'n'), ('still', 'r'), ('operating', 'v'), ('Southwest', 'n'), ('took', 'v'), ('something', 'n'), ('family', 'n'), ('never', 'r'), ('get', 'v'), ('back', 'r'), ('could', None), ('upset', 'a'), ('disappointed', 'a')]",  Absolutely ridiculous Winter storm viable excuse airline still operate Southwest take something family never get back could upset disappointed,-0.8016,Negative
